,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,Time_diff
128,129,1.266892,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26159; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6159,Read,Holding,Registers,0.0008090000000000597
129,130,1.267701,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26159; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6159,Read,Holding,Registers,0.00033900000000008923
130,131,1.26804,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26160; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6160,Write,Multiple,Registers,0.0025319999999999787
131,132,1.270572,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26160; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6160,Write,Multiple,Registers,0.00375100000000006
132,133,1.274323,Raspberr_58:67:86,Broadcast,ARP,60,Who has 8.8.8.8? Tell 169.254.149.247,NaN,NaN,NaN,NaN,NaN,NaN,0.09582499999999983
133,134,1.370148,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26161; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6161,Read,Discrete,Inputs,0.0011510000000001241
134,135,1.371299,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26161; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6161,Read,Discrete,Inputs,0.0006470000000000642
135,136,1.371946,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26162; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6162,Write,Multiple,Coils,0.0004949999999999122
136,137,1.372441,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26162; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6162,Write,Multiple,Coils,0.0003629999999998912
137,138,1.372804,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26163; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6163,Read,Input,Registers,0.00039500000000014523
138,139,1.373199,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26163; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6163,Read,Input,Registers,0.0004109999999999392
139,140,1.37361,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26164; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6164,Read,Holding,Registers,0.00036199999999997345
140,141,1.373972,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26164; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6164,Read,Holding,Registers,0.0003500000000000725
141,142,1.374322,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26165; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6165,Write,Multiple,Registers,0.01808299999999985
142,143,1.392405,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26165; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6165,Write,Multiple,Registers,0.09970000000000012
143,144,1.492105,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26166; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6166,Read,Discrete,Inputs,0.003654000000000046
144,145,1.495759,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26166; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6166,Read,Discrete,Inputs,0.0004210000000000047
145,146,1.49618,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26167; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6167,Write,Multiple,Coils,0.0006789999999998741
146,147,1.496859,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26167; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6167,Write,Multiple,Coils,0.0004010000000000957
147,148,1.49726,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26168; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6168,Read,Input,Registers,0.0008669999999999511
148,149,1.498127,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26168; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6168,Read,Input,Registers,0.0003569999999999407
149,150,1.498484,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26169; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6169,Read,Holding,Registers,0.0014330000000000176
150,151,1.499917,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26169; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6169,Read,Holding,Registers,0.00038700000000013723
151,152,1.500304,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26170; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6170,Write,Multiple,Registers,0.0006769999999998166
152,153,1.500981,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26170; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6170,Write,Multiple,Registers,0.10007100000000002
153,154,1.601052,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26171; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6171,Read,Discrete,Inputs,0.0021210000000000395
154,155,1.603173,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26171; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6171,Read,Discrete,Inputs,0.0001260000000000705
155,156,1.603299,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26172; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6172,Write,Multiple,Coils,0.0005310000000000592
156,157,1.60383,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26172; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6172,Write,Multiple,Coils,8.299999999983321e-05
157,158,1.603913,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26173; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6173,Read,Input,Registers,0.000460000000000127
158,159,1.604373,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26173; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6173,Read,Input,Registers,9.599999999987396e-05
159,160,1.604469,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26174; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6174,Read,Holding,Registers,0.0004390000000000782
160,161,1.604908,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26174; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6174,Read,Holding,Registers,0.00011300000000002974
161,162,1.605021,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26175; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6175,Write,Multiple,Registers,0.00042999999999993044
162,163,1.605451,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26175; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6175,Write,Multiple,Registers,0.09962399999999993
163,164,1.705075,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26176; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6176,Read,Discrete,Inputs,0.0012710000000000221
164,165,1.706346,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26176; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6176,Read,Discrete,Inputs,0.00019200000000019202
165,166,1.706538,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26177; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6177,Write,Multiple,Coils,0.0005269999999999442
166,167,1.707065,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26177; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6177,Write,Multiple,Coils,0.00016599999999988846
167,168,1.707231,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26178; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6178,Read,Input,Registers,0.00046500000000015973
168,169,1.707696,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26178; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6178,Read,Input,Registers,0.00017999999999984695
169,170,1.707876,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26179; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6179,Read,Holding,Registers,0.0013140000000000374
170,171,1.70919,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26179; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6179,Read,Holding,Registers,0.00017899999999992922
171,172,1.709369,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26180; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6180,Write,Multiple,Registers,0.0006050000000001887
172,173,1.709974,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26180; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6180,Write,Multiple,Registers,0.10017299999999985
173,174,1.810147,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26181; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6181,Read,Discrete,Inputs,0.0006710000000000882
174,175,1.810818,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26181; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6181,Read,Discrete,Inputs,0.0006729999999999237
175,176,1.811491,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26182; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6182,Write,Multiple,Coils,0.0005310000000000592
176,177,1.812022,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26182; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6182,Write,Multiple,Coils,0.00048800000000004395
177,178,1.81251,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26183; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6183,Read,Input,Registers,0.0005100000000000104
178,179,1.81302,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26183; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6183,Read,Input,Registers,0.0006639999999999979
179,180,1.813684,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26184; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6184,Read,Holding,Registers,0.0005119999999998459
180,181,1.814196,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26184; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6184,Read,Holding,Registers,0.0004460000000001685
181,182,1.814642,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26185; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6185,Write,Multiple,Registers,0.00044699999999986417
182,183,1.815089,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26185; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6185,Write,Multiple,Registers,0.10006400000000015
183,184,1.915153,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26186; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6186,Read,Discrete,Inputs,0.0006659999999998334
184,185,1.915819,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26186; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6186,Read,Discrete,Inputs,0.0005779999999999674
185,186,1.916397,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26187; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6187,Write,Multiple,Coils,0.0004589999999999872
186,187,1.916856,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26187; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6187,Write,Multiple,Coils,0.00028100000000019776
187,188,1.917137,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26188; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6188,Read,Input,Registers,0.0004719999999998059
188,189,1.917609,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26188; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6188,Read,Input,Registers,0.0003589999999999982
189,190,1.917968,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26189; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6189,Read,Holding,Registers,0.0003820000000001045
190,191,1.91835,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26189; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6189,Read,Holding,Registers,0.0003500000000000725
191,192,1.9187,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26190; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6190,Write,Multiple,Registers,0.00032199999999993345
192,193,1.919022,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26190; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6190,Write,Multiple,Registers,0.10010999999999992
193,194,2.019132,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26191; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6191,Read,Discrete,Inputs,0.0034279999999999866
194,195,2.02256,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26191; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6191,Read,Discrete,Inputs,0.0006669999999999732
195,196,2.023227,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26192; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6192,Write,Multiple,Coils,0.00201600000000024
196,197,2.025243,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26192; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6192,Write,Multiple,Coils,0.0004909999999997972
197,198,2.025734,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26193; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6193,Read,Input,Registers,0.0006620000000001625
198,199,2.026396,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26193; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6193,Read,Input,Registers,0.0006230000000000402
199,200,2.027019,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26194; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6194,Read,Holding,Registers,0.02012199999999975
200,201,2.047141,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26194; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6194,Read,Holding,Registers,0.0004830000000000112
201,202,2.047624,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26195; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6195,Write,Multiple,Registers,0.0007690000000000197
202,203,2.048393,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26195; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6195,Write,Multiple,Registers,0.06466299999999991
203,204,2.113056,3Com_78:9b:01,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001,NaN,NaN,NaN,NaN,NaN,NaN,0.03512100000000018
204,205,2.148177,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26196; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6196,Read,Discrete,Inputs,0.0050880000000002035
205,206,2.153265,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26196; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6196,Read,Discrete,Inputs,0.0005129999999997636
206,207,2.153778,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26197; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6197,Write,Multiple,Coils,0.0009510000000001462
207,208,2.154729,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26197; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6197,Write,Multiple,Coils,0.0004919999999999369
208,209,2.155221,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26198; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,6198,Read,Input,Registers,0.0005790000000001072
209,210,2.1558,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26198; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,6198,Read,Input,Registers,0.0005739999999998524
210,211,2.156374,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26199; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,6199,Read,Holding,Registers,0.0006119999999998349
211,212,2.156986,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 26199; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,6199,Read,Holding,Registers,0.00036199999999997345
212,213,2.157348,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 26200; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,6200,Write,Multiple,Registers,0.000520000000000298
213,214,2.157868,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26200; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,6200,Write,Multiple,Registers,0.10028900000000007
214,215,2.258157,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 26201; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,6201,Read,Discrete,Inputs,0.0028959999999997876
215,216,2.261053,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 26201; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,6201,Read,Discrete,Inputs,0.0006729999999999237
216,217,2.261726,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 26202; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,6202,Write,Multiple,Coils,0.002108000000000221
217,218,2.263834,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 26202; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,6202,Write,Multiple,Coils,0.00048699999999968213
